product_name,price,weight,category
M&S Heritage Gold British Outdoor Bred 2 Thick cut Pork Loin Steaks,£4.75,350g,best-of-fresh-294566
Cook With M&S Salmon Fillets with Lemon & Pepper Butter,£7.50,240g,best-of-fresh-294566
M&S Peri Peri Diced Chicken Breast Kebab,£5,364g,best-of-fresh-294566
M&S South African Cape 2 Hake Fillets,£4.50,220g,best-of-fresh-294566
"M&S Broccoli, Carrot, Baby Corn & Fine Bean",£2.60,320g,best-of-fresh-294566
M&S Large Golden Butternut Squash,£2.60,,best-of-fresh-294566
M&S Pineapple Chunks,£4.50,600g,best-of-fresh-294566
M&S Beer Battered Cod Fillets,£6.50,380g,best-of-fresh-294566
M&S Mature Blue Stilton,£2.50,150g,best-of-fresh-294566
M&S Greek Style Rhubarb Live Yogurt 0% Fat,95p,140g,best-of-fresh-294566
M&S British Southern Fried Chicken Thighs & Drumsticks,£5,750g,best-of-fresh-294566
M&S Collection 16 Dry Cured Smoked Streaky Bacon Rashers,£4,240g,best-of-fresh-294566
M&S Prawn Cocktail,£4.50,200g,best-of-fresh-294566
M&S British 2 Garlic Chicken Kyivs,£3.40,285g,best-of-fresh-294566
M&S Edible Viola Flowers,£2.50,7g,best-of-fresh-294566
M&S 2 Cream Slices,£2,151g,best-of-fresh-294566
M&S English Ripening Goat's Cheese,£2.50,100g,best-of-fresh-294566
M&S Scottish Hot Smoked Teriyaki Salmon,£6.75,180g,best-of-fresh-294566
N/A,£1.35,3 x 200ml,best-of-fresh-294566
M&S 10 Tempura Tiger Prawns Frozen,£5,180g,best-of-fresh-294566
M&S Sweet Cured Hot Smoked Mackerel,£5.25,180g,best-of-fresh-294566
M&S Tiramisu,£4,500g,best-of-fresh-294566
M&S Strawberry & Banana Smoothie,£2.10,750ml,best-of-fresh-294566
M&S Oakham Gold Chicken Drumsticks,£1.80,600g,best-of-fresh-294566
M&S Cambozola,£3.10,165g,best-of-fresh-294566
M&S 9 Chunky Cod Fish Fingers Frozen,£4.25,360g,best-of-fresh-294566
"M&S Chilli, Garlic & Paprika King Prawns",£4.75,130g,best-of-fresh-294566
M&S Greek Style Live Yogurt,75p,150g,best-of-fresh-294566
M&S Tuna Pate,£2.25,115g,best-of-fresh-294566
M&S Natural Nut Collection,£3,150g,best-of-fresh-294566
M&S Buffalo Mozzarella,£3,125g,best-of-fresh-294566
M&S Select Farms Gammon with Honey Glaze Boneless,£8,600g,best-of-fresh-294566
M&S 2 Scottish Hot Smoked Loch Trout Fillets,£6.50,160g,best-of-fresh-294566
M&S Cornish Cove Vintage Cheddar Cheese,£4.25,300g,best-of-fresh-294566
M&S Fully Loaded Shawarma,£9.50,898g,best-of-fresh-294566
M&S Italian Mozzarella,£1.95,150g,best-of-fresh-294566
M&S Organic Free Range Very Large Eggs,£4,6 per pack,best-of-fresh-294566
M&S Sugar Loaf Pineapple,£4,300g,best-of-fresh-294566
"M&S Mango, Melon & Watermelon",£3.90,300g,best-of-fresh-294566
M&S Greek Style Live Yogurt 0% Fat,75p,150g,best-of-fresh-294566
M&S Organic Dried Prunes,£3.50,250g,best-of-fresh-294566
M&S Spanish 12 Month Matured Serrano Ham,£2.50,70g,best-of-fresh-294566
M&S 2 Roasted Sweet Chilli Salmon Fillets,£6.50,160g,best-of-fresh-294566
M&S British Lamb Neck Fillet,£7,Typically: 250g,best-of-fresh-294566
M&S Aberdeen Angus Fillet Steak,£10.50,193g,best-of-fresh-294566
M&S Roasted Cashew Nuts,£2.50,150g,best-of-fresh-294566
M&S Swiss Le Gruyere,£5,200g,best-of-fresh-294566
M&S Organic Cashew Nuts,£2.50,100g,best-of-fresh-294566
M&S Reduced Fat Soft Cheese,£2,250g,best-of-fresh-294566
M&S Sticky Toffee Puddings,£3.30,2 x 115g,best-of-fresh-294566
M&S 18 Months Matured Shaved Parmigiano Reggiano,£2.25,80g,best-of-fresh-294566
M&S Creamy Goats Cheese,£2.25,100g,best-of-fresh-294566
M&S Pineapple Fingers,£4.50,600g,best-of-fresh-294566
M&S Softer Butter,£3,250g,best-of-fresh-294566
M&S Berry & Grape Medley,£3.65,250g,best-of-fresh-294566
M&S x ZOE The Gut Shot,£2,150ml,best-of-fresh-294566
M&S Speciality Potatoes La Ratte,£2.50,500g,best-of-fresh-294566
M&S West Country Luxury Rhubarb Fool,95p,114g,best-of-fresh-294566
M&S British Turkey Breast Steaks,£3.50,300g,best-of-fresh-294566
M&S 2 Lightly Dusted Plaice Fillets,£5.25,280g,best-of-fresh-294566
M&S Collection Jumbo Raisins & Cashews,£3,150g,best-of-fresh-294566
M&S Spicy Arrabbiata Sauce,£3,350g,best-of-fresh-294566
M&S Halloumi Fries,£4.50,200g,best-of-fresh-294566
M&S Traditional Stringless Runner Beans,£2.40,200g,best-of-fresh-294566
M&S Greek Style Live Yogurts 0% Fat Mixed Fruit,£2.50,4 x 140g,best-of-fresh-294566
M&S British Outdoor Bred Unsmoked Gammon,£6.50,750g,best-of-fresh-294566
"M&S New Potato, Cherry Tomato & Egg Salad",£4.25,302g,best-of-fresh-294566
M&S Select Farms 4 British Lamb Loin Chops,£9.75,360g,best-of-fresh-294566
M&S Spanish Olive Selection,£6,400g,best-of-fresh-294566
M&S Mangetout,£1.95,260g,best-of-fresh-294566
M&S Select Farms British Seasoned Chicken Joint,£7.50,439g,best-of-fresh-294566
M&S Strawberry Victoria Sponge Sandwich,£4.75,420g,best-of-fresh-294566
"M&S Tenderstem Broccoli, Fine Beans & Runner Beans",£4,400g,best-of-fresh-294566
M&S Soft Prunes,£3.50,200g,best-of-fresh-294566
M&S Made Without Whole Milk,£1.85,1L,best-of-fresh-294566
M&S Collection King Walnut Halves,£5.50,220g,best-of-fresh-294566
"M&S Chicken, Tomato & Basil Pasta Salad",£3.90,380g,best-of-fresh-294566
M&S Edam,£3.40,300g,best-of-fresh-294566
M&S Scottish Smoked Haddock Fillets Skinless & Boneless,£5.88,Typically: 235g,best-of-fresh-294566
M&S 6 Posh Dog Pork Sausages with Smoky Seasoning,£5,600g,best-of-fresh-294566
M&S Collection Melton Mowbray Pork Pie,£4.25,440g,best-of-fresh-294566
M&S Roasted Peanuts,£2.25,250g,best-of-fresh-294566
M&S Organic 2 Salmon Fillets,£9.25,240g,best-of-fresh-294566
M&S Soft Goats Cheese,£3,125g,best-of-fresh-294566
M&S Basa Fillets,£3.50,250g,best-of-fresh-294566
M&S Collection Medjool Dates Without Stones,£4,12 per pack,best-of-fresh-294566
M&S 2 Breaded Haddock Fillets,£4.50,300g,best-of-fresh-294566
M&S Coronation Chicken Flatties,£5,394g,best-of-fresh-294566
M&S Spanish Chorizo Sausages,£3,180g,best-of-fresh-294566
M&S Kiwi,£2.80,200g,best-of-fresh-294566
"M&S Avocado, Feta & Grain Salad",£5,320g,best-of-fresh-294566
M&S Beetroot Bistro Salad with a Chive Dressing,£3.20,230g,best-of-fresh-294566
M&S Belgian Chocolate Chunk Cookie Dough,£3,350g,best-of-fresh-294566
M&S Scottish Skin On Salmon Fillets,£13.50,600g,best-of-fresh-294566
M&S Mandarin Dessert,£2.30,150g,best-of-fresh-294566
M&S 2 Heritage Gold British Pork Cutlets with Black Pepper and Lemon Crumb,£6.50,580g,best-of-fresh-294566
M&S Made Without Scottish 2 Salmon Fishcakes,£1.80,170g,best-of-fresh-294566
M&S Organic British 12 Beef Meatballs,£4.75,300g,best-of-fresh-294566
M&S Greek Feta,£3.10,203g,best-of-fresh-294566
M&S Ripen at Home Plums,£1.75,400g,best-of-fresh-294566
M&S Collection Wild Alaskan Smoked Salmon,£7,100g,best-of-fresh-294566
M&S Organic British Chicken Drumsticks,£5.35,Typically: 500g,best-of-fresh-294566
M&S Fruit Salad Selection,£5.50,550g,best-of-fresh-294566
M&S Thin Cut Sirloin with Peppercorn Butter,£6,200g,best-of-fresh-294566
M&S Cafe Latte Mousse,£1.40,100g,best-of-fresh-294566
M&S Natural King Walnut Halves,£3,100g,best-of-fresh-294566
M&S Collection Roasted Marcona Almonds,£3.75,150g,best-of-fresh-294566
M&S Pink Lady Apple Slices,£2,225g,best-of-fresh-294566
M&S Organic Lamb Mince 20% Fat,£7.25,400g,best-of-fresh-294566
M&S Physalis,£1.50,100g,best-of-fresh-294566
M&S Tuna & Sweetcorn Pasta Salad,£4,340g,best-of-fresh-294566
M&S 2 Strawberry Scones,£2.65,156g,best-of-fresh-294566
M&S British Mint Pot,£1.70,,best-of-fresh-294566
M&S Creme Fraiche,£1.65,200ml,best-of-fresh-294566
M&S Organic Sirloin Steak,£10,240g,best-of-fresh-294566
M&S Classic Scotch Egg,£2,120g,best-of-fresh-294566
N/A,£2.75,113g,best-of-fresh-294566
M&S Feta Cheese & Slow Roasted Tomato Pasta Salad,£3.90,320g,best-of-fresh-294566
M&S Organic Greek Feta,£3,200g,best-of-fresh-294566
M&S x Zoe The Gut Shot Multipack,£10,6 x 150ml,best-of-fresh-294566
M&S Natural Fruit & Nut Mix,£5.50,350g,best-of-fresh-294566
M&S Reduced Fat Prawn Cocktail,£4.50,200g,best-of-fresh-294566
M&S Chocolate Trifle,£2.30,125g,best-of-fresh-294566
M&S Lasagne Al Forno Meal to Share,£8,730g,best-of-fresh-294566
M&S Profiterole Dessert,£3,118g,best-of-fresh-294566
M&S Select Farms British 24 Beef Meatballs,£6,600g,best-of-fresh-294566
M&S Organic Chicken Wings,£3.51,Typically: 650g,best-of-fresh-294566
M&S Sunshine Mango Chunks,£3.65,250g,best-of-fresh-294566
M&S Collection Free Range Chicken Breast Fillets,£9.15,Typically: 500g,best-of-fresh-294566
M&S British Crispy Breaded Chicken Breast Fillets,£9,750g,best-of-fresh-294566
M&S 2 Haddock Loins,£5.16,Typically: 215g,best-of-fresh-294566
"M&S Tenderstem Broccoli, Babycorn & Fine Bean Mix",£2.65,225g,best-of-fresh-294566
M&S Breaded Scottish Scampi,£5.75,200g,best-of-fresh-294566
M&S 2 Tuna Fishcakes,£1.50,170g,best-of-fresh-294566
M&S British Lighter Extra Mature Cheddar,£2.75,350g,best-of-fresh-294566
M&S Mini Roaster Potatoes,£1,1kg,best-of-fresh-294566
M&S Greek Style Live Yogurt with Honey 0% Fat,£1.60,450g,best-of-fresh-294566
M&S Honduran Red Thai Coconut King Prawns,£4.50,140g,best-of-fresh-294566
M&S Seafood Selection,£4.50,200g,best-of-fresh-294566
M&S Raspberry Jellies,£3.75,3 x 150g,best-of-fresh-294566
M&S Garlic & Herb Hasselback Potatoes,£3.50,700g,best-of-fresh-294566
M&S Mascarpone,£2.75,250g,best-of-fresh-294566
M&S 16 Cocktail Blinis,£2.50,112g,best-of-fresh-294566
M&S Apple & Blackberry Puff Pastry Pie,£4,470g,best-of-fresh-294566
M&S Watermelon & Mango Fingers,£3.65,300g,best-of-fresh-294566
M&S Battered Haddock Fingers,£4.75,230g,best-of-fresh-294566
M&S Cornish Cove Mature Cheddar Cheese,£6.50,550g,best-of-fresh-294566
M&S Raspberry Royale Dessert,£2.30,150g,best-of-fresh-294566
M&S British Single Cream,£2.25,600ml,best-of-fresh-294566
M&S 2 Breaded Chunky Haddock Fillets,£4.75,360g,best-of-fresh-294566
M&S West Country Mature Cheddar Cheese,£7.50,750g,best-of-fresh-294566
M&S Calamansi & Orange Flavour Fruit Jelly,£1.75,175g,best-of-fresh-294566
M&S Collection Outdoor Bred 6 Dry Cured Unsmoked Back Bacon Rashers,£4,200g,best-of-fresh-294566
M&S Manchego Cheese,£5.75,200g,best-of-fresh-294566
M&S Our Best Ever Prawn Cocktail,£6.25,240g,best-of-fresh-294566
M&S Classic Fruit Salad,£3.90,350g,best-of-fresh-294566
M&S Runner Beans,£2.80,360g,best-of-fresh-294566
M&S Natural Macadamia Nuts,£4,150g,best-of-fresh-294566
M&S Watermelon Chunks,£3.40,350g,best-of-fresh-294566
M&S Chip Shop Mushy Peas,£2,150g,best-of-fresh-294566
M&S A Blend of Four Cheeses,£3.25,250g,best-of-fresh-294566
M&S Triple Chocolate Sundae,£2.30,130g,best-of-fresh-294566
M&S Collection Wagyu Beef Mince,£6,400g,best-of-fresh-294566
M&S Collection Baby Mixed Exotic Mushrooms,£2.25,150g,best-of-fresh-294566
M&S Select Farms British Free Range Whole Chicken,£13.20,Typically: 1.65kg,best-of-fresh-294566
M&S Smashed Avocado,£3.40,200g,best-of-fresh-294566
M&S British Thick Cut Sirloin Steak,£15,450g,best-of-fresh-294566
M&S Heritage Gold British Salt & Pepper Pork Belly Joint,£6.30,Typically: 720g,best-of-fresh-294566
M&S Pomegranate,£2.50,,best-of-fresh-294566
M&S Wensleydale,£3.60,300g,best-of-fresh-294566
M&S Chocolate Mousse,£1.40,100g,best-of-fresh-294566
M&S Creme Fraiche,£1.90,600g,best-of-fresh-294566
M&S Mussels in a White Wine & Parsley Sauce,£3.50,2 x 250g,best-of-fresh-294566
M&S Baby Charlotte Potato Salad,£3.70,500g,best-of-fresh-294566
M&S Collection Norwegian 2 Smoked Haddock Loins,£6.82,Typically: 235g,best-of-fresh-294566
M&S Collection Scottish Kiln Smoked Kippers & Butter,£2.90,230g,best-of-fresh-294566
M&S Organic British Extra Mature Cheddar,£5,350g,best-of-fresh-294566
M&S Natural Pecans,£7.50,350g,best-of-fresh-294566
M&S Vine Ripened Tomato Salsa,£3,170g,best-of-fresh-294566
"M&S Egg, Ham & Cherry Tomato Salad",£4.50,250g,best-of-fresh-294566
M&S Cabbage Medley,£3.50,300g,best-of-fresh-294566
M&S Hot Smoked Salmon & New Potato Salad,£5.50,340g,best-of-fresh-294566
M&S Natural Walnuts,£6,400g,best-of-fresh-294566
M&S Italian Pasta & Spinach Salad,£4.25,400g,best-of-fresh-294566
M&S Santini Tomato Salad Bowl,£4,370g,best-of-fresh-294566
M&S Count On Us Chocolate Mousse,£2.75,4 x 70g,best-of-fresh-294566
M&S Chicken Caesar Dip,£3.50,170g,best-of-fresh-294566
M&S Ham & Farmhouse Cheddar Toastie,£3.75,205g,best-of-fresh-294566
M&S Made Without Sausage Rolls,£3.50,2 per pack,best-of-fresh-294566
M&S Select Farms British 2 Lamb Shanks,£13.20,Typically: 825g,best-of-fresh-294566
M&S Select Farms British 16 Unsmoked Streaky Bacon Dry Cured,£4,240g,best-of-fresh-294566
M&S Supergreen Salad in a Fruity Dressing,£4.25,380g,best-of-fresh-294566
M&S Outdoor Bred Dry Cured Unsmoked Bacon Lardons,£4,150g,best-of-fresh-294566
M&S Cheshire Cheese,£3.60,300g,best-of-fresh-294566
M&S Bird's Eye Chillies,£1,25g,best-of-fresh-294566
M&S Butchers British 12 Pork Sausages,£3.25,681g,best-of-fresh-294566
M&S Ready Rolled Shortcrust Pastry,£1.75,320g,best-of-fresh-294566
M&S Ricotta,£1.90,250g,best-of-fresh-294566
M&S Curry Leaves,£1.25,5g,best-of-fresh-294566
M&S Collection All Butter Cornish Cruncher Biscuits,£2.90,80g,best-of-fresh-294566
M&S 2 Mediterranean Sea Bream Fillets,£4.50,180g,best-of-fresh-294566
M&S Shallots,£1.50,400g,best-of-fresh-294566
M&S Collection British Ribeye Steak Salt Dry Aged,£13,240g,best-of-fresh-294566
M&S New Yorker Chicken Flatties,£5,400g,best-of-fresh-294566
M&S Brussels Pate,£3.20,170g,best-of-fresh-294566
M&S Collection Kiln Smoked Trout,£6,100g,best-of-fresh-294566
M&S Filo Pastry,£2,270g,best-of-fresh-294566
M&S Raspberry Jelly Trifle,£4.25,600g,best-of-fresh-294566
M&S Sweet & Crunchy Salad Washed & Ready,£1.60,320g,best-of-fresh-294566
M&S Taste Buds Pears,£1.60,4 per pack,best-of-fresh-294566
M&S Pitted Deri Dates,£3.50,200g,best-of-fresh-294566
M&S Vanilla & White Chocolate Milkshake,£2.75,750ml,best-of-fresh-294566
M&S Italian Mozzarella,£3.10,250g,best-of-fresh-294566
M&S Aberdeen Angus Ribeye Steak,£8.75,220g,best-of-fresh-294566
N/A,£3.80,516g,best-of-fresh-294566
M&S Plant Kitchen Nutty Super Wholefood Salad,£3.80,285g,best-of-fresh-294566
M&S Cook Menu Pork Saltimbocca,£6.50,300g,best-of-fresh-294566
M&S Prawn Cocktail Deli Filler,£3.20,220g,best-of-fresh-294566
M&S Plant Kitchen Sweetened Soya Drink,£1.80,1L,best-of-fresh-294566
M&S Traditional Cypriot Halloumi,£4.25,250g,best-of-fresh-294566
M&S Count On Us Triple Chocolate Sundae,£2.30,130g,best-of-fresh-294566
M&S Creme Caramel Desserts,£3.25,2 per pack,best-of-fresh-294566
M&S Cook Menu Beef & Pork Meatballs with Cheese Topping,£6.50,540g,best-of-fresh-294566
M&S Icelandic 2 Lemon Sole Fillets,£7.05,Typically: 230g,best-of-fresh-294566
M&S British Thick Cut Ribeye Steak,£14,380g,best-of-fresh-294566
M&S Natural Cashew Nuts,£10,750g,best-of-fresh-294566
M&S Organic British 4 Lamb Loin Chops,£10.93,Typically: 475g,best-of-fresh-294566
M&S Albacore Tuna Loins,£4,225g,best-of-fresh-294566
M&S British Lean Chicken 8 Slices,£1.50,80g,best-of-fresh-294566
Cook with M&S Mint & Parsley Potatoes,£2.25,375g,best-of-fresh-294566
M&S Belgian Chocolate Milkshake,£2.75,750ml,best-of-fresh-294566
M&S Collection Sweetcure Smoked Salmon,£6,100g,best-of-fresh-294566
M&S Scottish Kippers with Butter,£1.85,200g,best-of-fresh-294566
M&S Organic Free Range Chicken Thighs & Drumsticks,£7.48,Typically: 680g,best-of-fresh-294566
M&S Mango & Berry Medley,£3.90,250g,best-of-fresh-294566
M&S Collection 2 Skinless & Boneless Smoked Cod Loins,£6.63,Typically: 250g,best-of-fresh-294566
M&S Rollmop Herrings,£3.50,280g,best-of-fresh-294566
M&S 9 Our Best Ever Sausage Rolls,£6.50,423g,best-of-fresh-294566
M&S Bang Bang Noodle Slaw,£2.75,180g,best-of-fresh-294566
Cook With M&S Sweet & Smokey Spatchcock Chicken,£9,1.53kg,best-of-fresh-294566
M&S Cornish Cove Mature Cheddar Cheese,£4.50,350g,best-of-fresh-294566
M&S Ossau Iraty,£5,180g,best-of-fresh-294566
M&S Toffee Sundae,£2.30,130g,best-of-fresh-294566
M&S Cod Mornay,£5.75,350g,best-of-fresh-294566
"Cook With M&S 2 Sea Bass Fillets with Chilli, Lime & Coriander",£5.75,215g,best-of-fresh-294566
M&S 2 Chicken & Mushroom Pastry Slices,£2.75,330g,best-of-fresh-294566
M&S British Flat Leaf Parsley Pot,£1.70,,best-of-fresh-294566
M&S British Outdoor Bred Smoked Gammon,£6.50,750g,best-of-fresh-294566
M&S Butchers 8 Lincolnshire Pork Sausages,£2.60,454g,best-of-fresh-294566
N/A,£2.75,400g,best-of-fresh-294566
M&S Diced Lamb,£9.50,350g,best-of-fresh-294566
M&S Lighter Spreadable Butter,£2.30,250g,best-of-fresh-294566
M&S Buffalo Mozzarella Bocconcini,£5,200g,best-of-fresh-294566
M&S Grana Padano,£3.20,200g,best-of-fresh-294566
M&S Profiterole Stack,£5.50,300g,best-of-fresh-294566
M&S Barbers Cheddar & Caramelised Onion Quiche,£4.25,230g,best-of-fresh-294566
M&S English Medium Cheddar,£5,750g,best-of-fresh-294566
M&S Select Farms British Free Range Chicken Drumsticks,£4.83,Typically: 690g,best-of-fresh-294566
M&S Reduced Fat Potato Salad,£1.30,300g,best-of-fresh-294566
M&S Aberdeen Angus Rump Steak,£7,227g,best-of-fresh-294566
M&S Lighter Creamy Soft Cheese with Garlic & Herbs,£2,250g,best-of-fresh-294566
M&S Collection 2 Coquilles St Jacques,£7,300g,best-of-fresh-294566
M&S Brain Food Blueberry Yogurt Bowl,£3,200g,best-of-fresh-294566
M&S Good Gut Multigrain Porridge,£1.60,200g,best-of-fresh-294566
M&S Piri Piri Half Chicken,£6.50,879g,best-of-fresh-294566
M&S Select Farms British Rose Veal Mince 15% Fat,£5,400g,best-of-fresh-294566
M&S Chocolate Swiss Roll,£4.50,360g,best-of-fresh-294566
M&S Collection Raspberry & Vanilla Panna Cotta,£4.75,200g,best-of-fresh-294566
M&S Natural Soft Jumbo Raisin Medley,£3,200g,best-of-fresh-294566
M&S Butchers British Low fat 6 Pork Sausages,£4,400g,best-of-fresh-294566
M&S Clotted Cream Rice Pudding,£4.75,500g,best-of-fresh-294566
M&S Mussels in a Garlic & Shallot Sauce,£3.50,2 x 250g,best-of-fresh-294566
M&S Handcrafted All Butter Puff Pastry,£3,320g,best-of-fresh-294566
M&S Very Berry Cheesecake Slices,£4,2 x 96g,best-of-fresh-294566
M&S Ripen at Home Nectarines,£2.50,4 per pack,best-of-fresh-294566
Cook With M&S Chopped Coriander Frozen,£1.50,50g,best-of-fresh-294566
M&S Mandarin & Orange,£4,300g,best-of-fresh-294566
M&S Single Malt Whisky Smoked Salmon,£4,100g,best-of-fresh-294566
M&S Collection Scottish Salmon Gravadlax,£7.50,140g,best-of-fresh-294566
M&S Italian Mozzarella Cherries,£2.10,125g,best-of-fresh-294566
M&S Spanish Serrano Ham & Cheese Croquettes,£5.50,210g,best-of-fresh-294566
M&S 2 Breaded Plaice Fillets,£4.75,300g,best-of-fresh-294566
M&S Taste Buds Vanilla Greek Yogurt,£1.25,2 x 100g,best-of-fresh-294566
M&S 2 British Outdoor Bred Unsmoked Bacon Chops,£3.50,206g,best-of-fresh-294566
M&S Luxury Toffee Yogurt,£1,125g,best-of-fresh-294566
M&S Mango Masala Chicken Breasts - Cook Menu,£6.75,412g,best-of-fresh-294566
M&S Our Best Ever Trifle,£7.25,900g,best-of-fresh-294566
M&S Taste Buds Strawberry Greek Yogurt,£1.25,2 x 100g,best-of-fresh-294566
M&S Chive Pot,£1.70,,best-of-fresh-294566
M&S Collection Beetroot & Dill Smoked Salmon,£6,100g,best-of-fresh-294566
M&S Macaroni Cheese,£6,800g,best-of-fresh-294566
M&S New York Cheesecake,£5.75,576g,best-of-fresh-294566
M&S Roasting Vegetables with Rosemary,£4,600g,best-of-fresh-294566
M&S 2 Chicken Breasts in Ham & Cheese Sauce,£5.50,340g,best-of-fresh-294566
M&S 2 Steak Puff Pastry Slices,£2.75,330g,best-of-fresh-294566
M&S Dried Apple Slices,£3,180g,best-of-fresh-294566
M&S Tat Soi,£2,,best-of-fresh-294566
M&S Lime Leaves,£2,4 per pack,best-of-fresh-294566
M&S Organic 2 British Beef Burgers,£4.25,225g,best-of-fresh-294566
M&S 2 Fully Loaded Steak Burgers,£5,380g,best-of-fresh-294566
M&S Chicken Stock,£3.20,500ml,best-of-fresh-294566
M&S Cheese Layered Salad,£4.50,400g,best-of-fresh-294566
M&S Natural Brazil Nuts,£5.25,300g,best-of-fresh-294566
M&S Scottish Wafer Thin Smoked Salmon 6 Slices,£5,100g,best-of-fresh-294566
M&S Herbes de Provence Saucisson Sec Salami,£3.50,80g,best-of-fresh-294566
M&S Roasted Red Chilli Mild Cheddar 6 Slices,£3.30,160g,best-of-fresh-294566
M&S 2 Thai Style Fishcakes,£4.50,320g,best-of-fresh-294566
M&S Fully Loaded Indian Style Dip,£3,170g,best-of-fresh-294566
M&S Carrot Cake Loaf,£3,345g,best-of-fresh-294566
M&S Garlic & Herb Halkidiki Olives,£1.20,70g,best-of-fresh-294566
M&S Mature Blue Stilton,£1.35,50g,best-of-fresh-294566
M&S 4 Chilli Halloumi Kebabs,£5,225g,best-of-fresh-294566
M&S Collection British Fillet Steak Salt Dry Aged,£15.50,200g,best-of-fresh-294566
M&S Select Farms British Basted Beef Joint Boneless,£11.50,450g,best-of-fresh-294566
